DocID,TokenID,Token,Tag
S0021999115003459,S0021999115003459-81,shape,B
S0021999115003459,S0021999115003459-82,derivative,L
S0021999115003459,S0021999115003459-83,of,O
S0021999115003459,S0021999115003459-84,the,O
S0021999115003459,S0021999115003459-85,cost,O
S0021999115003459,S0021999115003459-86,functional,O
S0021999115003459,S0021999115003459-87,with,O
S0021999115003459,S0021999115003459-88,respect,O
S0021999115003459,S0021999115003459-89,to,O
S0021999115003459,S0021999115003459-90,geometry,O
S0021999115003459,S0021999115003459-91,perturbations,O
S0021999115003459,S0021999115003459-92,is,O
S0021999115003459,S0021999115003459-93,needed,O
S0021999115003459,S0021999115003459-94,[,O
S0021999115003459,S0021999115003459-95,9–11,O
S0021999115003459,S0021999115003459-96,],O
S0021999115003459,S0021999115003459-97,.,O
S0021999115003459,S0021999115003459-98,To,O
S0021999115003459,S0021999115003459-99,this,O
S0021999115003459,S0021999115003459-100,purpose,O
S0021999115003459,S0021999115003459-101,",",O
S0021999115003459,S0021999115003459-102,we,O
S0021999115003459,S0021999115003459-103,use,O
S0021999115003459,S0021999115003459-104,the,O
S0021999115003459,S0021999115003459-105,adjoint,B
S0021999115003459,S0021999115003459-106,approach,L
S0021999115003459,S0021999115003459-107,and,O
S0021999115003459,S0021999115003459-108,solve,O
S0021999115003459,S0021999115003459-109,the,O
S0021999115003459,S0021999115003459-110,primary,B
S0021999115003459,S0021999115003459-111,and,I
S0021999115003459,S0021999115003459-112,the,I
S0021999115003459,S0021999115003459-113,adjoint,I
S0021999115003459,S0021999115003459-114,boundary,I
S0021999115003459,S0021999115003459-115,value,I
S0021999115003459,S0021999115003459-116,problems,L
S0021999115003459,S0021999115003459-117,with,O
S0021999115003459,S0021999115003459-118,BEM,U
S0021999115003459,S0021999115003459-119,.,O
S0021999115003459,S0021999115003459-120,The,O
S0021999115003459,S0021999115003459-121,associated,O
S0021999115003459,S0021999115003459-122,linear,O
S0021999115003459,S0021999115003459-123,systems,O
S0021999115003459,S0021999115003459-124,of,O
S0021999115003459,S0021999115003459-125,equations,O
S0021999115003459,S0021999115003459-126,are,O
S0021999115003459,S0021999115003459-127,dense,O
S0021999115003459,S0021999115003459-128,and,O
S0021999115003459,S0021999115003459-129,an,O
S0021999115003459,S0021999115003459-130,acceleration,O
S0021999115003459,S0021999115003459-131,technique,O
S0021999115003459,S0021999115003459-132,",",O
S0021999115003459,S0021999115003459-133,such,O
S0021999115003459,S0021999115003459-134,as,O
S0021999115003459,S0021999115003459-135,the,O
S0021999115003459,S0021999115003459-136,fast,B
S0021999115003459,S0021999115003459-137,multipole,I
S0021999115003459,S0021999115003459-138,method,L
S0021999115003459,S0021999115003459-139,[,O
S0021999115003459,S0021999115003459-140,"12,13",O
S0021999115003459,S0021999115003459-141,],O
S0021999115003459,S0021999115003459-142,",",O
S0021999115003459,S0021999115003459-143,is,O
S0021999115003459,S0021999115003459-144,necessary,O
S0021999115003459,S0021999115003459-145,for,O
S0021999115003459,S0021999115003459-146,their,O
S0021999115003459,S0021999115003459-147,efficient,O
S0021999115003459,S0021999115003459-148,solution,O
S0021999115003459,S0021999115003459-149,.,O
S0021999115003459,S0021999115003459-150,For,O
S0021999115003459,S0021999115003459-151,some,O
S0021999115003459,S0021999115003459-152,recent,O
S0021999115003459,S0021999115003459-153,applications,O
S0021999115003459,S0021999115003459-154,of,O
S0021999115003459,S0021999115003459-155,fast,B
S0021999115003459,S0021999115003459-156,BEM,I
S0021999115003459,S0021999115003459-157,in,I
S0021999115003459,S0021999115003459-158,shape,I
S0021999115003459,S0021999115003459-159,optimisation,L
S0021999115003459,S0021999115003459-160,and,O
S0021999115003459,S0021999115003459-161,Bernoulli-type,B
S0021999115003459,S0021999115003459-162,free-boundary,I
S0021999115003459,S0021999115003459-163,problems,L
S0021999115003459,S0021999115003459-164,we,O
S0021999115003459,S0021999115003459-165,refer,O
S0021999115003459,S0021999115003459-166,to,O
S0021999115003459,S0021999115003459-167,[,O
S0021999115003459,S0021999115003459-168,14–16,O
S0021999115003459,S0021999115003459-169,],O
S0021999115003459,S0021999115003459-170,.,O
S0022311515002391,S0022311515002391-0,Spark,B
S0022311515002391,S0022311515002391-1,plasma,I
S0022311515002391,S0022311515002391-2,sintering,L
S0022311515002391,S0022311515002391-3,(,O
S0022311515002391,S0022311515002391-4,SPS,U
S0022311515002391,S0022311515002391-5,),O
S0022311515002391,S0022311515002391-6,is,O
S0022311515002391,S0022311515002391-7,a,O
S0022311515002391,S0022311515002391-8,relatively,O
S0022311515002391,S0022311515002391-9,new,O
S0022311515002391,S0022311515002391-10,sintering-based,B
S0022311515002391,S0022311515002391-11,technique,L
S0022311515002391,S0022311515002391-12,[,O
S0022311515002391,S0022311515002391-13,17,O
S0022311515002391,S0022311515002391-14,],O
S0022311515002391,S0022311515002391-15,in,O
S0022311515002391,S0022311515002391-16,which,O
S0022311515002391,S0022311515002391-17,the,O
S0022311515002391,S0022311515002391-18,powder,U
S0022311515002391,S0022311515002391-19,to,O
S0022311515002391,S0022311515002391-20,be,O
S0022311515002391,S0022311515002391-21,consolidated,O
S0022311515002391,S0022311515002391-22,is,O
S0022311515002391,S0022311515002391-23,loaded,O
S0022311515002391,S0022311515002391-24,into,O
S0022311515002391,S0022311515002391-25,an,O
S0022311515002391,S0022311515002391-26,electrically,B
S0022311515002391,S0022311515002391-27,and,I
S0022311515002391,S0022311515002391-28,thermally,I
S0022311515002391,S0022311515002391-29,conductive,I
S0022311515002391,S0022311515002391-30,graphite,I
S0022311515002391,S0022311515002391-31,mould,I
S0022311515002391,S0022311515002391-32,and,I
S0022311515002391,S0022311515002391-33,a,I
S0022311515002391,S0022311515002391-34,large,I
S0022311515002391,S0022311515002391-35,DC,I
S0022311515002391,S0022311515002391-36,pulsed,I
S0022311515002391,S0022311515002391-37,current,I
S0022311515002391,S0022311515002391-38,(,I
S0022311515002391,S0022311515002391-39,1000–5000A,I
S0022311515002391,S0022311515002391-40,),I
S0022311515002391,S0022311515002391-41,is,I
S0022311515002391,S0022311515002391-42,applied,I
S0022311515002391,S0022311515002391-43,under,I
S0022311515002391,S0022311515002391-44,a,I
S0022311515002391,S0022311515002391-45,uniaxial,I
S0022311515002391,S0022311515002391-46,pressure,L
S0022311515002391,S0022311515002391-47,.,O
S0022311515002391,S0022311515002391-48,When,O
S0022311515002391,S0022311515002391-49,current,O
S0022311515002391,S0022311515002391-50,passes,O
S0022311515002391,S0022311515002391-51,through,O
S0022311515002391,S0022311515002391-52,the,O
S0022311515002391,S0022311515002391-53,graphite,B
S0022311515002391,S0022311515002391-54,mould,L
S0022311515002391,S0022311515002391-55,(,O
S0022311515002391,S0022311515002391-56,and,O
S0022311515002391,S0022311515002391-57,the,O
S0022311515002391,S0022311515002391-58,powder,U
S0022311515002391,S0022311515002391-59,if,O
S0022311515002391,S0022311515002391-60,it,O
S0022311515002391,S0022311515002391-61,is,O
S0022311515002391,S0022311515002391-62,electrically,O
S0022311515002391,S0022311515002391-63,conductive,O
S0022311515002391,S0022311515002391-64,),O
S0022311515002391,S0022311515002391-65,",",O
S0022311515002391,S0022311515002391-66,the,O
S0022311515002391,S0022311515002391-67,powder,U
S0022311515002391,S0022311515002391-68,is,O
S0022311515002391,S0022311515002391-69,heated,O
S0022311515002391,S0022311515002391-70,both,O
S0022311515002391,S0022311515002391-71,from,O
S0022311515002391,S0022311515002391-72,the,O
S0022311515002391,S0022311515002391-73,outside,O
S0022311515002391,S0022311515002391-74,(,O
S0022311515002391,S0022311515002391-75,the,O
S0022311515002391,S0022311515002391-76,mould,U
S0022311515002391,S0022311515002391-77,acts,O
S0022311515002391,S0022311515002391-78,as,O
S0022311515002391,S0022311515002391-79,a,O
S0022311515002391,S0022311515002391-80,heating,B
S0022311515002391,S0022311515002391-81,element,L
S0022311515002391,S0022311515002391-82,),O
S0022311515002391,S0022311515002391-83,and,O
S0022311515002391,S0022311515002391-84,inside,O
S0022311515002391,S0022311515002391-85,(,O
S0022311515002391,S0022311515002391-86,due,O
S0022311515002391,S0022311515002391-87,to,O
S0022311515002391,S0022311515002391-88,Joule,O
S0022311515002391,S0022311515002391-89,heating,O
S0022311515002391,S0022311515002391-90,from,O
S0022311515002391,S0022311515002391-91,the,O
S0022311515002391,S0022311515002391-92,intrinsic,O
S0022311515002391,S0022311515002391-93,electrical,O
S0022311515002391,S0022311515002391-94,resistance,O
S0022311515002391,S0022311515002391-95,of,O
S0022311515002391,S0022311515002391-96,the,O
S0022311515002391,S0022311515002391-97,powder,B
S0022311515002391,S0022311515002391-98,material,L
S0022311515002391,S0022311515002391-99,),O
S0022311515002391,S0022311515002391-100,.,O
S0022311515002391,S0022311515002391-101,SPS,U
S0022311515002391,S0022311515002391-102,is,O
S0022311515002391,S0022311515002391-103,characterised,O
S0022311515002391,S0022311515002391-104,by,O
S0022311515002391,S0022311515002391-105,very,O
S0022311515002391,S0022311515002391-106,fast,O
S0022311515002391,S0022311515002391-107,heating,O
S0022311515002391,S0022311515002391-108,(,O
S0022311515002391,S0022311515002391-109,up,O
S0022311515002391,S0022311515002391-110,to,O
S0022311515002391,S0022311515002391-111,2000°C/min,O
S0022311515002391,S0022311515002391-112,),O
S0022311515002391,S0022311515002391-113,and,O
S0022311515002391,S0022311515002391-114,cooling,O
S0022311515002391,S0022311515002391-115,rates,O
S0022311515002391,S0022311515002391-116,and,O
S0022311515002391,S0022311515002391-117,short,O
S0022311515002391,S0022311515002391-118,holding,O
S0022311515002391,S0022311515002391-119,times,O
S0022311515002391,S0022311515002391-120,(,O
S0022311515002391,S0022311515002391-121,minutes,O
S0022311515002391,S0022311515002391-122,),O
S0022311515002391,S0022311515002391-123,to,O
S0022311515002391,S0022311515002391-124,achieve,O
S0022311515002391,S0022311515002391-125,near,O
S0022311515002391,S0022311515002391-126,theoretical,O
S0022311515002391,S0022311515002391-127,density,O
S0022311515002391,S0022311515002391-128,[,O
S0022311515002391,S0022311515002391-129,17,O
S0022311515002391,S0022311515002391-130,],O
S0022311515002391,S0022311515002391-131,.,O
S0022311515002391,S0022311515002391-132,Thus,O
S0022311515002391,S0022311515002391-133,SPS,U
S0022311515002391,S0022311515002391-134,occupies,O
S0022311515002391,S0022311515002391-135,a,O
S0022311515002391,S0022311515002391-136,very,O
S0022311515002391,S0022311515002391-137,different,O
S0022311515002391,S0022311515002391-138,time–temperature–density,O
S0022311515002391,S0022311515002391-139,space,O
S0022311515002391,S0022311515002391-140,in,O
S0022311515002391,S0022311515002391-141,powder,B
S0022311515002391,S0022311515002391-142,consolidation,I
S0022311515002391,S0022311515002391-143,maps,L
S0022311515002391,S0022311515002391-144,when,O
S0022311515002391,S0022311515002391-145,compared,O
S0022311515002391,S0022311515002391-146,with,O
S0022311515002391,S0022311515002391-147,conventional,B
S0022311515002391,S0022311515002391-148,methods,L
S0022311515002391,S0022311515002391-149,",",O
S0022311515002391,S0022311515002391-150,such,O
S0022311515002391,S0022311515002391-151,as,O
S0022311515002391,S0022311515002391-152,hot,B
S0022311515002391,S0022311515002391-153,pressing,I
S0022311515002391,S0022311515002391-154,sintering,L
S0022311515002391,S0022311515002391-155,and,O
S0022311515002391,S0022311515002391-156,HIP,U
S0022311515002391,S0022311515002391-157,with,O
S0022311515002391,S0022311515002391-158,ramp,O
S0022311515002391,S0022311515002391-159,rate,O
S0022311515002391,S0022311515002391-160,of,O
S0022311515002391,S0022311515002391-161,50–80°C/min,O
S0022311515002391,S0022311515002391-162,and,O
S0022311515002391,S0022311515002391-163,a,O
S0022311515002391,S0022311515002391-164,few,O
S0022311515002391,S0022311515002391-165,hours,O
S0022311515002391,S0022311515002391-166,holding,O
S0022311515002391,S0022311515002391-167,time,O
S0022311515002391,S0022311515002391-168,.,O
S0022311515002391,S0022311515002391-169,Although,O
S0022311515002391,S0022311515002391-170,SPS,U
S0022311515002391,S0022311515002391-171,has,O
S0022311515002391,S0022311515002391-172,been,O
S0022311515002391,S0022311515002391-173,studied,O
S0022311515002391,S0022311515002391-174,for,O
S0022311515002391,S0022311515002391-175,a,O
S0022311515002391,S0022311515002391-176,rapidly,O
S0022311515002391,S0022311515002391-177,growing,O
S0022311515002391,S0022311515002391-178,number,O
S0022311515002391,S0022311515002391-179,of,O
S0022311515002391,S0022311515002391-180,materials,O
S0022311515002391,S0022311515002391-181,[,O
S0022311515002391,S0022311515002391-182,17,O
S0022311515002391,S0022311515002391-183,],O
S0022311515002391,S0022311515002391-184,",",O
S0022311515002391,S0022311515002391-185,there,O
S0022311515002391,S0022311515002391-186,are,O
S0022311515002391,S0022311515002391-187,only,O
S0022311515002391,S0022311515002391-188,a,O
S0022311515002391,S0022311515002391-189,small,O
S0022311515002391,S0022311515002391-190,number,O
S0022311515002391,S0022311515002391-191,of,O
S0022311515002391,S0022311515002391-192,studies,O
S0022311515002391,S0022311515002391-193,on,O
S0022311515002391,S0022311515002391-194,the,O
S0022311515002391,S0022311515002391-195,fabrication,B
S0022311515002391,S0022311515002391-196,and,I
S0022311515002391,S0022311515002391-197,microstructural,I
S0022311515002391,S0022311515002391-198,characterisation,I
S0022311515002391,S0022311515002391-199,of,I
S0022311515002391,S0022311515002391-200,ODS,I
S0022311515002391,S0022311515002391-201,steels,I
S0022311515002391,S0022311515002391-202,processed,I
S0022311515002391,S0022311515002391-203,by,I
S0022311515002391,S0022311515002391-204,SPS,L
S0022311515002391,S0022311515002391-205,",",O
S0022311515002391,S0022311515002391-206,briefly,O
S0022311515002391,S0022311515002391-207,reviewed,O
S0022311515002391,S0022311515002391-208,below,O
S0022311515002391,S0022311515002391-209,.,O
S2212667814001294,S2212667814001294-0,Knowledge,B
S2212667814001294,S2212667814001294-1,Management,L
S2212667814001294,S2212667814001294-2,(,O
S2212667814001294,S2212667814001294-3,KM,U
S2212667814001294,S2212667814001294-4,),O
S2212667814001294,S2212667814001294-5,is,O
S2212667814001294,S2212667814001294-6,one,O
S2212667814001294,S2212667814001294-7,of,O
S2212667814001294,S2212667814001294-8,the,O
S2212667814001294,S2212667814001294-9,hotspots,O
S2212667814001294,S2212667814001294-10,for,O
S2212667814001294,S2212667814001294-11,research,O
S2212667814001294,S2212667814001294-12,in,O
S2212667814001294,S2212667814001294-13,the,O
S2212667814001294,S2212667814001294-14,past,O
S2212667814001294,S2212667814001294-15,decade,O
S2212667814001294,S2212667814001294-16,.,O
S2212667814001294,S2212667814001294-17,In,O
S2212667814001294,S2212667814001294-18,most,O
S2212667814001294,S2212667814001294-19,cases,O
S2212667814001294,S2212667814001294-20,",",O
S2212667814001294,S2212667814001294-21,the,O
S2212667814001294,S2212667814001294-22,number,O
S2212667814001294,S2212667814001294-23,of,O
S2212667814001294,S2212667814001294-24,users,O
S2212667814001294,S2212667814001294-25,in,O
S2212667814001294,S2212667814001294-26,a,O
S2212667814001294,S2212667814001294-27,Knowledge,B
S2212667814001294,S2212667814001294-28,Management,I
S2212667814001294,S2212667814001294-29,System,L
S2212667814001294,S2212667814001294-30,(,O
S2212667814001294,S2212667814001294-31,KMS,U
S2212667814001294,S2212667814001294-32,),O
S2212667814001294,S2212667814001294-33,is,O
S2212667814001294,S2212667814001294-34,very,O
S2212667814001294,S2212667814001294-35,large,O
S2212667814001294,S2212667814001294-36,",",O
S2212667814001294,S2212667814001294-37,and,O
S2212667814001294,S2212667814001294-38,they,O
S2212667814001294,S2212667814001294-39,are,O
S2212667814001294,S2212667814001294-40,from,O
S2212667814001294,S2212667814001294-41,varied,O
S2212667814001294,S2212667814001294-42,departments,O
S2212667814001294,S2212667814001294-43,",",O
S2212667814001294,S2212667814001294-44,even,O
S2212667814001294,S2212667814001294-45,other,O
S2212667814001294,S2212667814001294-46,companies,O
S2212667814001294,S2212667814001294-47,.,O
S2212667814001294,S2212667814001294-48,In,O
S2212667814001294,S2212667814001294-49,this,O
S2212667814001294,S2212667814001294-50,paper,O
S2212667814001294,S2212667814001294-51,",",O
S2212667814001294,S2212667814001294-52,some,O
S2212667814001294,S2212667814001294-53,defects,B
S2212667814001294,S2212667814001294-54,when,I
S2212667814001294,S2212667814001294-55,existing,I
S2212667814001294,S2212667814001294-56,methods,I
S2212667814001294,S2212667814001294-57,about,I
S2212667814001294,S2212667814001294-58,access,I
S2212667814001294,S2212667814001294-59,control,I
S2212667814001294,S2212667814001294-60,and,I
S2212667814001294,S2212667814001294-61,recommendation,I
S2212667814001294,S2212667814001294-62,are,I
S2212667814001294,S2212667814001294-63,deployed,I
S2212667814001294,S2212667814001294-64,in,I
S2212667814001294,S2212667814001294-65,KMS,I
S2212667814001294,S2212667814001294-66,are,I
S2212667814001294,S2212667814001294-67,analyzed,L
S2212667814001294,S2212667814001294-68,to,O
S2212667814001294,S2212667814001294-69,show,O
S2212667814001294,S2212667814001294-70,that,O
S2212667814001294,S2212667814001294-71,these,O
S2212667814001294,S2212667814001294-72,widely-used,O
S2212667814001294,S2212667814001294-73,approaches,O
S2212667814001294,S2212667814001294-74,need,O
S2212667814001294,S2212667814001294-75,to,O
S2212667814001294,S2212667814001294-76,be,O
S2212667814001294,S2212667814001294-77,extended,U
S2212667814001294,S2212667814001294-78,.,O
S2212667814001294,S2212667814001294-79,To,O
S2212667814001294,S2212667814001294-80,overcome,O
S2212667814001294,S2212667814001294-81,the,O
S2212667814001294,S2212667814001294-82,deficiencies,O
S2212667814001294,S2212667814001294-83,of,O
S2212667814001294,S2212667814001294-84,previous,O
S2212667814001294,S2212667814001294-85,work,O
S2212667814001294,S2212667814001294-86,",",O
S2212667814001294,S2212667814001294-87,this,O
S2212667814001294,S2212667814001294-88,paper,O
S2212667814001294,S2212667814001294-89,proposes,O
S2212667814001294,S2212667814001294-90,an,O
S2212667814001294,S2212667814001294-91,extended,O
S2212667814001294,S2212667814001294-92,Role-Based,B
S2212667814001294,S2212667814001294-93,Access,I
S2212667814001294,S2212667814001294-94,Control,L
S2212667814001294,S2212667814001294-95,(,O
S2212667814001294,S2212667814001294-96,RBAC,U
S2212667814001294,S2212667814001294-97,),O
S2212667814001294,S2212667814001294-98,method,O
S2212667814001294,S2212667814001294-99,and,O
S2212667814001294,S2212667814001294-100,a,O
S2212667814001294,S2212667814001294-101,hybrid,B
S2212667814001294,S2212667814001294-102,recommendation,I
S2212667814001294,S2212667814001294-103,approach,L
S2212667814001294,S2212667814001294-104,for,O
S2212667814001294,S2212667814001294-105,Knowledge,B
S2212667814001294,S2212667814001294-106,Management,I
S2212667814001294,S2212667814001294-107,System,L
S2212667814001294,S2212667814001294-108,.,O
S2212667814001294,S2212667814001294-109,Also,O
S2212667814001294,S2212667814001294-110,",",O
S2212667814001294,S2212667814001294-111,a,O
S2212667814001294,S2212667814001294-112,real-life,B
S2212667814001294,S2212667814001294-113,system,L
S2212667814001294,S2212667814001294-114,is,O
S2212667814001294,S2212667814001294-115,presented,O
S2212667814001294,S2212667814001294-116,to,O
S2212667814001294,S2212667814001294-117,verify,B
S2212667814001294,S2212667814001294-118,the,I
S2212667814001294,S2212667814001294-119,proposed,I
S2212667814001294,S2212667814001294-120,methodology,L
S2212667814001294,S2212667814001294-121,.,O
S0021999115004301,S0021999115004301-0,A,O
S0021999115004301,S0021999115004301-1,popular,O
S0021999115004301,S0021999115004301-2,choice,O
S0021999115004301,S0021999115004301-3,is,O
S0021999115004301,S0021999115004301-4,to,O
S0021999115004301,S0021999115004301-5,couple,B
S0021999115004301,S0021999115004301-6,a,I
S0021999115004301,S0021999115004301-7,set,I
S0021999115004301,S0021999115004301-8,of,I
S0021999115004301,S0021999115004301-9,quadrature,I
S0021999115004301,S0021999115004301-10,points,I
S0021999115004301,S0021999115004301-11,with,I
S0021999115004301,S0021999115004301-12,an,I
S0021999115004301,S0021999115004301-13,equal,I
S0021999115004301,S0021999115004301-14,number,I
S0021999115004301,S0021999115004301-15,of,I
S0021999115004301,S0021999115004301-16,nodal,I
S0021999115004301,S0021999115004301-17,Lagrange,I
S0021999115004301,S0021999115004301-18,polynomials,L
S0021999115004301,S0021999115004301-19,defined,O
S0021999115004301,S0021999115004301-20,at,O
S0021999115004301,S0021999115004301-21,the,O
S0021999115004301,S0021999115004301-22,same,O
S0021999115004301,S0021999115004301-23,points,O
S0021999115004301,S0021999115004301-24,",",O
S0021999115004301,S0021999115004301-25,leading,O
S0021999115004301,S0021999115004301-26,to,O
S0021999115004301,S0021999115004301-27,a,O
S0021999115004301,S0021999115004301-28,collocation,B
S0021999115004301,S0021999115004301-29,method,L
S0021999115004301,S0021999115004301-30,.,O
S0021999115004301,S0021999115004301-31,There,O
S0021999115004301,S0021999115004301-32,are,O
S0021999115004301,S0021999115004301-33,many,O
S0021999115004301,S0021999115004301-34,examples,O
S0021999115004301,S0021999115004301-35,of,O
S0021999115004301,S0021999115004301-36,this,O
S0021999115004301,S0021999115004301-37,throughout,O
S0021999115004301,S0021999115004301-38,the,O
S0021999115004301,S0021999115004301-39,literature,O
S0021999115004301,S0021999115004301-40,",",O
S0021999115004301,S0021999115004301-41,both,O
S0021999115004301,S0021999115004301-42,in,O
S0021999115004301,S0021999115004301-43,terms,O
S0021999115004301,S0021999115004301-44,of,O
S0021999115004301,S0021999115004301-45,the,O
S0021999115004301,S0021999115004301-46,more,O
S0021999115004301,S0021999115004301-47,traditionally,O
S0021999115004301,S0021999115004301-48,utilised,O
S0021999115004301,S0021999115004301-49,continuous,O
S0021999115004301,S0021999115004301-50,Galerkin,U
S0021999115004301,S0021999115004301-51,(,O
S0021999115004301,S0021999115004301-52,CG,U
S0021999115004301,S0021999115004301-53,),O
S0021999115004301,S0021999115004301-54,and,O
S0021999115004301,S0021999115004301-55,discontinuous,B
S0021999115004301,S0021999115004301-56,Galerkin,L
S0021999115004301,S0021999115004301-57,(,O
S0021999115004301,S0021999115004301-58,DG,U
S0021999115004301,S0021999115004301-59,),O
S0021999115004301,S0021999115004301-60,formulations,O
S0021999115004301,S0021999115004301-61,",",O
S0021999115004301,S0021999115004301-62,as,O
S0021999115004301,S0021999115004301-63,well,O
S0021999115004301,S0021999115004301-64,as,O
S0021999115004301,S0021999115004301-65,newer,B
S0021999115004301,S0021999115004301-66,extensions,L
S0021999115004301,S0021999115004301-67,such,O
S0021999115004301,S0021999115004301-68,as,O
S0021999115004301,S0021999115004301-69,the,O
S0021999115004301,S0021999115004301-70,flux,B
S0021999115004301,S0021999115004301-71,reconstruction,L
S0021999115004301,S0021999115004301-72,(,O
S0021999115004301,S0021999115004301-73,FR,U
S0021999115004301,S0021999115004301-74,),O
S0021999115004301,S0021999115004301-75,technique,O
S0021999115004301,S0021999115004301-76,as,O
S0021999115004301,S0021999115004301-77,presented,O
S0021999115004301,S0021999115004301-78,by,O
S0021999115004301,S0021999115004301-79,Huynh,O
S0021999115004301,S0021999115004301-80,[,O
S0021999115004301,S0021999115004301-81,23,O
S0021999115004301,S0021999115004301-82,],O
S0021999115004301,S0021999115004301-83,.,O
S0021999115004301,S0021999115004301-84,In,O
S0021999115004301,S0021999115004301-85,collocation,B
S0021999115004301,S0021999115004301-86,methods,L
S0021999115004301,S0021999115004301-87,",",O
S0021999115004301,S0021999115004301-88,while,O
S0021999115004301,S0021999115004301-89,most,O
S0021999115004301,S0021999115004301-90,linear,B
S0021999115004301,S0021999115004301-91,operators,L
S0021999115004301,S0021999115004301-92,can,O
S0021999115004301,S0021999115004301-93,be,O
S0021999115004301,S0021999115004301-94,exactly,O
S0021999115004301,S0021999115004301-95,integrated,O
S0021999115004301,S0021999115004301-96,in,O
S0021999115004301,S0021999115004301-97,this,O
S0021999115004301,S0021999115004301-98,setting,O
S0021999115004301,S0021999115004301-99,depending,O
S0021999115004301,S0021999115004301-100,on,O
S0021999115004301,S0021999115004301-101,the,O
S0021999115004301,S0021999115004301-102,choice,O
S0021999115004301,S0021999115004301-103,of,O
S0021999115004301,S0021999115004301-104,quadrature,O
S0021999115004301,S0021999115004301-105,",",O
S0021999115004301,S0021999115004301-106,integrals,O
S0021999115004301,S0021999115004301-107,of,O
S0021999115004301,S0021999115004301-108,nonlinear,O
S0021999115004301,S0021999115004301-109,terms,O
S0021999115004301,S0021999115004301-110,typically,O
S0021999115004301,S0021999115004301-111,incur,O
S0021999115004301,S0021999115004301-112,numerical,O
S0021999115004301,S0021999115004301-113,error,O
S0021999115004301,S0021999115004301-114,.,O
S0021999115004301,S0021999115004301-115,However,O
S0021999115004301,S0021999115004301-116,",",O
S0021999115004301,S0021999115004301-117,the,O
S0021999115004301,S0021999115004301-118,computational,O
S0021999115004301,S0021999115004301-119,efficiencies,O
S0021999115004301,S0021999115004301-120,that,O
S0021999115004301,S0021999115004301-121,can,O
S0021999115004301,S0021999115004301-122,be,O
S0021999115004301,S0021999115004301-123,attained,O
S0021999115004301,S0021999115004301-124,through,O
S0021999115004301,S0021999115004301-125,the,O
S0021999115004301,S0021999115004301-126,use,O
S0021999115004301,S0021999115004301-127,of,O
S0021999115004301,S0021999115004301-128,a,O
S0021999115004301,S0021999115004301-129,collocation,B
S0021999115004301,S0021999115004301-130,formulation,I
S0021999115004301,S0021999115004301-131,",",I
S0021999115004301,S0021999115004301-132,especially,I
S0021999115004301,S0021999115004301-133,given,I
S0021999115004301,S0021999115004301-134,the,I
S0021999115004301,S0021999115004301-135,presence,I
S0021999115004301,S0021999115004301-136,of,I
S0021999115004301,S0021999115004301-137,a,I
S0021999115004301,S0021999115004301-138,diagonal,I
S0021999115004301,S0021999115004301-139,mass,I
S0021999115004301,S0021999115004301-140,matrix,L
S0021999115004301,S0021999115004301-141,",",O
S0021999115004301,S0021999115004301-142,often,O
S0021999115004301,S0021999115004301-143,outweigh,O
S0021999115004301,S0021999115004301-144,the,O
S0021999115004301,S0021999115004301-145,numerical,O
S0021999115004301,S0021999115004301-146,error,O
S0021999115004301,S0021999115004301-147,that,O
S0021999115004301,S0021999115004301-148,is,O
S0021999115004301,S0021999115004301-149,incurred,O
S0021999115004301,S0021999115004301-150,.,O
S0021999113002362,S0021999113002362-0,The,O
S0021999113002362,S0021999113002362-1,algorithm,O
S0021999113002362,S0021999113002362-2,allows,O
S0021999113002362,S0021999113002362-3,the,O
S0021999113002362,S0021999113002362-4,modelling,B
S0021999113002362,S0021999113002362-5,of,I
S0021999113002362,S0021999113002362-6,plasmas,I
S0021999113002362,S0021999113002362-7,of,I
S0021999113002362,S0021999113002362-8,arbitrary,I
S0021999113002362,S0021999113002362-9,degeneracy,L
S0021999113002362,S0021999113002362-10,under,O
S0021999113002362,S0021999113002362-11,the,O
S0021999113002362,S0021999113002362-12,binary,B
S0021999113002362,S0021999113002362-13,collision,I
S0021999113002362,S0021999113002362-14,approximation,L
S0021999113002362,S0021999113002362-15,.,O
S0021999113002362,S0021999113002362-16,It,O
S0021999113002362,S0021999113002362-17,uses,O
S0021999113002362,S0021999113002362-18,a,O
S0021999113002362,S0021999113002362-19,numerical,B
S0021999113002362,S0021999113002362-20,interpolation,L
S0021999113002362,S0021999113002362-21,of,O
S0021999113002362,S0021999113002362-22,the,O
S0021999113002362,S0021999113002362-23,inverse,O
S0021999113002362,S0021999113002362-24,cumulative,O
S0021999113002362,S0021999113002362-25,density,O
S0021999113002362,S0021999113002362-26,function,O
S0021999113002362,S0021999113002362-27,of,O
S0021999113002362,S0021999113002362-28,the,O
S0021999113002362,S0021999113002362-29,Fermi–Dirac,B
S0021999113002362,S0021999113002362-30,distribution,L
S0021999113002362,S0021999113002362-31,to,O
S0021999113002362,S0021999113002362-32,initialise,O
S0021999113002362,S0021999113002362-33,simulation,B
S0021999113002362,S0021999113002362-34,particles,L
S0021999113002362,S0021999113002362-35,",",O
S0021999113002362,S0021999113002362-36,and,O
S0021999113002362,S0021999113002362-37,collisions,U
S0021999113002362,S0021999113002362-38,are,O
S0021999113002362,S0021999113002362-39,subject,O
S0021999113002362,S0021999113002362-40,to,O
